geografia|giorno|data|totale_casi_positivi|totale_casi_positivi_ab|deceduti|deceduti_inc|letalita|totale_ricoveri|totale_ricoveri_inc|attualmente_positivi|dimessi|tamponi|tamponi_inc
LU|3|27/2/2020|0|0|||||||||
MS|3|27/2/2020|0|0|||||||||
PI|3|27/2/2020|0|0|||||||||
PO|3|27/2/2020|0|0|||||||||
PT|3|27/2/2020|1|.0034385649487376|||||||||
SI|3|27/2/2020|0|0|||||||||
Toscana|3|27/2/2020|2|.0005452067707665|0|||2|0|2|0|410|12.947659
aslCENTRO|3|27/2/2020|2|.0012505877530202|||||||||
aslNO|3|27/2/2020|0|0|||||||||
aslSE|3|27/2/2020|0|0|||||||||
AR|4|28/2/2020|0|0|||||||||
FI|4|28/2/2020|7|.0070993844419718|||||||||
GR|4|28/2/2020|0|0|||||||||
LI|4|28/2/2020|0|0|||||||||
LU|4|28/2/2020|0|0|||||||||
MS|4|28/2/2020|0|0|||||||||
PI|4|28/2/2020|0|0|||||||||
PO|4|28/2/2020|0|0|||||||||
PT|4|28/2/2020|1|.0034385649487376|||||||||
SI|4|28/2/2020|0|0|||||||||
Toscana|4|28/2/2020|8|.0021808270830661|0|||5|150|7|1|437|6.5853658
aslCENTRO|4|28/2/2020|8|.0050023510120809|||||||||
aslNO|4|28/2/2020|0|0|||||||||
aslSE|4|28/2/2020|0|0|||||||||
AR|5|29/2/2020|0|0|||||||||
FI|5|29/2/2020|5|.0050709885545075|||||||||
GR|5|29/2/2020|0|0|||||||||
LI|5|29/2/2020|0|0|||||||||
LU|5|29/2/2020|1|.0026269059162587|||||||||
MS|5|29/2/2020|1|.0052675660699606|||||||||
PI|5|29/2/2020|0|0|||||||||
PO|5|29/2/2020|0|0|||||||||
PT|5|29/2/2020|1|.0034385649487376|||||||||
SI|5|29/2/2020|3|.0113840764388442|||||||||
Toscana|5|29/2/2020|11|.0029986372683197|0|||7|40|10|1|531|21.510298
aslCENTRO|5|29/2/2020|6|.003751763375476|||||||||
aslNO|5|29/2/2020|2|.0015998067101464|||||||||
aslSE|5|29/2/2020|3|.0036632989067584|||||||||
AR|6|01/3/2020|0|0|||||||||
FI|6|01/3/2020|5|.0050709885545075|||||||||
GR|6|01/3/2020|0|0|||||||||
LI|6|01/3/2020|0|0|||||||||
LU|6|01/3/2020|1|.0026269059162587|||||||||
MS|6|01/3/2020|3|.0158026982098818|||||||||
PI|6|01/3/2020|0|0|||||||||
PO|6|01/3/2020|0|0|||||||||
PT|6|01/3/2020|1|.0034385649487376|||||||||
SI|6|01/3/2020|3|.0113840764388442|||||||||
Toscana|6|01/3/2020|13|.0035438439808786|0|||7|0|12|1|572|7.7212806
aslCENTRO|6|01/3/2020|6|.003751763375476|||||||||
aslNO|6|01/3/2020|4|.0031996134202927|||||||||
aslSE|6|01/3/2020|3|.0036632989067584|||||||||
AR|7|02/3/2020|1|.0029685040935874|||||||||
FI|7|02/3/2020|4|.004056790843606|||||||||
GR|7|02/3/2020|0|0|||||||||
LI|7|02/3/2020|0|0|||||||||
LU|7|02/3/2020|1|.0026269059162587|||||||||
MS|7|02/3/2020|3|.0158026982098818|||||||||
PI|7|02/3/2020|0|0|||||||||
PO|7|02/3/2020|0|0|||||||||
PT|7|02/3/2020|1|.0034385649487376|||||||||
SI|7|02/3/2020|3|.0113840764388442|||||||||
Toscana|7|02/3/2020|13|.0035438439808786|0|||7|0|12|1|613|7.1678324
aslCENTRO|7|02/3/2020|5|.0031264694407582|||||||||
aslNO|7|02/3/2020|4|.0031996134202927|||||||||
aslSE|7|02/3/2020|4|.0048843985423446|||||||||
AR|8|03/3/2020|2|.0059370081871748|||||||||
FI|8|03/3/2020|7|.0070993844419718|||||||||
GR|8|03/3/2020|0|0|||||||||
LI|8|03/3/2020|0|0|||||||||
LU|8|03/3/2020|3|.0078807175159454|||||||||
MS|8|03/3/2020|3|.0158026982098818|||||||||
PI|8|03/3/2020|0|0|||||||||
PO|8|03/3/2020|0|0|||||||||
PT|8|03/3/2020|1|.0034385649487376|||||||||
SI|8|03/3/2020|3|.0113840764388442|||||||||
Toscana|8|03/3/2020|19|.0051794643513858|0|||10|42.857143|18|1|697|13.703099
aslCENTRO|8|03/3/2020|8|.0050023510120809|||||||||
aslNO|8|03/3/2020|6|.0047994200140238|||||||||
aslSE|8|03/3/2020|5|.0061054979451001|||||||||
AR|9|04/3/2020|2|.0059370081871748|||||||||
FI|9|04/3/2020|12|.0121703734621406|||||||||
GR|9|04/3/2020|0|0|||||||||
LI|9|04/3/2020|3|.0091022178530693|||||||||
LU|9|04/3/2020|3|.0078807175159454|||||||||
MS|9|04/3/2020|4|.0210702642798424|||||||||
PI|9|04/3/2020|2|.0048027858138084|||||||||
PO|9|04/3/2020|1|.0039055328816175|||||||||
PT|9|04/3/2020|1|.0034385649487376|||||||||
SI|9|04/3/2020|10|.0379469208419323|||||||||
Toscana|9|04/3/2020|38|.0103589287027717|0|||17|70|37|1|776|11.33429
aslCENTRO|9|04/3/2020|14|.0087541146203876|||||||||
aslNO|9|04/3/2020|12|.0095988400280476|||||||||
aslSE|9|04/3/2020|12|.0146531956270337|||||||||
AR|10|05/3/2020|5|.0148425195366144|||||||||
FI|10|05/3/2020|20|.02028395421803|||||||||
GR|10|05/3/2020|2|.0091517260298133|||||||||
LI|10|05/3/2020|3|.0091022178530693|||||||||
LU|10|05/3/2020|6|.0157614350318909|||||||||
MS|10|05/3/2020|6|.0316053964197636|||||||||
PI|10|05/3/2020|5|.0120069636031985|||||||||
PO|10|05/3/2020|1|.0039055328816175|||||||||
PT|10|05/3/2020|1|.0034385649487376|||||||||
SI|10|05/3/2020|12|.0455363020300865|||||||||
Toscana|10|05/3/2020|61|.0166288074105978|0|||29|70.588234|60|1|776|0
aslCENTRO|10|05/3/2020|22|.0137564651668072|||||||||
aslNO|10|05/3/2020|20|.0159980673342943|||||||||
aslSE|10|05/3/2020|19|.0232008937746286|||||||||
AR|11|06/3/2020|7|.0207795295864344|||||||||
FI|11|06/3/2020|23|.0233265478163958|||||||||
GR|11|06/3/2020|2|.0091517260298133|||||||||
LI|11|06/3/2020|5|.015170362778008|||||||||
LU|11|06/3/2020|8|.0210152473300695|||||||||
MS|11|06/3/2020|10|.0526756606996059|||||||||
PI|11|06/3/2020|8|.0192111432552338|||||||||
PO|11|06/3/2020|1|.0039055328816175|||||||||
PT|11|06/3/2020|1|.0034385649487376|||||||||
SI|11|06/3/2020|14|.053125686943531|||||||||
Toscana|11|06/3/2020|79|.0215356666594744|0|||40|37.931034|78|1|1097|41.365978
aslCENTRO|11|06/3/2020|25|.0156323462724686|||||||||
aslNO|11|06/3/2020|31|.0247970037162304|||||||||
aslSE|11|06/3/2020|23|.0280852913856506|||||||||
AR|12|07/3/2020|8|.0237480327486992|||||||||
FI|12|07/3/2020|27|.0273833386600018|||||||||
GR|12|07/3/2020|2|.0091517260298133|||||||||
LI|12|07/3/2020|6|.0182044357061386|||||||||
LU|12|07/3/2020|15|.0394035875797272|||||||||
MS|12|07/3/2020|16|.0842810571193695|||||||||
PI|12|07/3/2020|11|.0264153201133013|||||||||
PO|12|07/3/2020|3|.0117165986448526|||||||||
PT|12|07/3/2020|6|.0206313896924257|||||||||
SI|12|07/3/2020|19|.0720991492271423|||||||||
Toscana|12|07/3/2020|113|.0308041833341122|0|||61|52.5|112|1|1331|21.330902
aslCENTRO|12|07/3/2020|36|.0225105807185173|||||||||
aslNO|12|07/3/2020|48|.0383953601121902|||||||||
aslSE|12|07/3/2020|29|.0354118905961514|||||||||
AR|13|08/3/2020|9|.0267165377736092|||||||||
FI|13|08/3/2020|39|.0395537130534649|||||||||
GR|13|08/3/2020|4|.0183034520596266|||||||||
LI|13|08/3/2020|10|.030340725556016|||||||||
LU|13|08/3/2020|26|.0682995542883873|||||||||
MS|13|08/3/2020|21|.1106188893318176|||||||||
PI|13|08/3/2020|17|.0408236794173717|||||||||
PO|13|08/3/2020|3|.0117165986448526|||||||||
PT|13|08/3/2020|13|.0447013452649117|||||||||
SI|13|08/3/2020|24|.091072604060173|||||||||
Toscana|13|08/3/2020|166|.0452521629631519|0|||98|60.655739|165|1|1618|21.562735
aslCENTRO|13|08/3/2020|55|.0343911647796631|||||||||
aslNO|13|08/3/2020|74|.0591928511857986|||||||||
aslSE|13|08/3/2020|37|.0451806858181953|||||||||
AR|14|09/3/2020|12|.0356220491230488|0||0||||||
FI|14|09/3/2020|51|.0517240837216377|0||0||||||
GR|14|09/3/2020|6|.0274551790207624|0||0||||||
LI|14|09/3/2020|10|.030340725556016|0||0||||||
LU|14|09/3/2020|31|.081434078514576|0||0||||||
MS|14|09/3/2020|28|.147491842508316|0||0||||||
PI|14|09/3/2020|20|.0480278544127941|1||5||||||
PO|14|09/3/2020|5|.0195276644080877|0||0||||||
PT|14|09/3/2020|16|.0550170391798019|0||0||||||
SI|14|09/3/2020|29|.1100460663437843|0||0||||||
Toscana|14|09/3/2020|208|.0567015036940575|1|||116|18.367348|206|1|2018|24.721878
aslCENTRO|14|09/3/2020|72|.0450211614370346|0||||||||
aslNO|14|09/3/2020|89|.0711914002895355|1||||||||
aslSE|14|09/3/2020|47|.0573916807770729|0||||||||
AR|15|10/3/2020|13|.0385905541479588|0||0||||||
FI|15|10/3/2020|61|.0618660636246204|0||0||||||
GR|15|10/3/2020|10|.045758631080389|0||0||||||
LI|15|10/3/2020|14|.0424770154058933|0||0||||||
LU|15|10/3/2020|37|.0971955135464668|0||0||||||
MS|15|10/3/2020|37|.1948999464511871|0||0||||||
PI|15|10/3/2020|31|.0744431763887405|1|0|3.2258065||||||
PO|15|10/3/2020|7|.0273387301713228|0||0||||||
PT|15|10/3/2020|21|.0722098648548126|0||0||||||
SI|15|10/3/2020|33|.1252248287200928|0||0||||||
Toscana|15|10/3/2020|264|.0719672963023186|1|0||131|12.931034|260|3|2573|27.502478
aslCENTRO|15|10/3/2020|89|.0556511543691158|0||||||||
aslNO|15|10/3/2020|119|.0951884984970093|1|0|||||||
aslSE|15|10/3/2020|56|.0683815777301788|0||||||||
AR|16|11/3/2020|14|.0415590591728687|0||0||||||
FI|16|11/3/2020|71|.0720080435276031|0||0||||||
GR|16|11/3/2020|12|.0549103580415249|0||0||||||
LI|16|11/3/2020|16|.0485451631247997|0||0||||||
LU|16|11/3/2020|43|.1129569485783577|0||0||||||
MS|16|11/3/2020|40|.2107026427984238|0||0||||||
PI|16|11/3/2020|34|.0816473588347435|1|0|2.9411764||||||
PO|16|11/3/2020|21|.0820161923766136|0||0||||||
PT|16|11/3/2020|32|.1100340783596039|0||0||||||
SI|16|11/3/2020|37|.1404035985469818|0||0||||||
Toscana|16|11/3/2020|320|.0872330814599991|1|0||141|7.6335878|314|5|2804|8.9778471
aslCENTRO|16|11/3/2020|124|.077536441385746|0||||||||
aslNO|16|11/3/2020|133|.1063871532678604|1|0|||||||
aslSE|16|11/3/2020|63|.0769292786717415|0||||||||
AR|17|12/3/2020|14|.0415590591728687|0||0||||||
FI|17|12/3/2020|86|.0872210040688515|0||0||||||
GR|17|12/3/2020|16|.0732138082385063|0||0||||||
LI|17|12/3/2020|16|.0485451631247997|0||0||||||
LU|17|12/3/2020|49|.1287183910608292|1||2.0408163||||||
MS|17|12/3/2020|40|.2107026427984238|2||5||||||
PI|17|12/3/2020|34|.0816473588347435|1|0|2.9411764||||||
PO|17|12/3/2020|25|.0976383239030838|0||0||||||
PT|17|12/3/2020|43|.1478582918643951|0||0||||||
SI|17|12/3/2020|41|.1555823683738708|0||0||||||
Toscana|17|12/3/2020|364|.0992276296019554|5|400||159|12.765958|352|7|3165|12.874465
aslCENTRO|17|12/3/2020|154|.0962952598929405|0||||||||
aslNO|17|12/3/2020|139|.111186571419239|4|300|||||||
aslSE|17|12/3/2020|71|.0866980701684952|0||||||||
AR|18|13/3/2020|16|.0474960654973984|0||0||||||
FI|18|13/3/2020|101|.1024339720606804|0||0||||||
GR|18|13/3/2020|16|.0732138082385063|0||0||||||
LI|18|13/3/2020|27|.0819199606776237|0||0||||||
LU|18|13/3/2020|79|.2075255662202835|1|0|1.2658228||||||
MS|18|13/3/2020|65|.3423917889595032|2|0|3.0769231||||||
PI|18|13/3/2020|51|.1224710270762444|1|0|1.9607843||||||
PO|18|13/3/2020|26|.1015438586473465|0||0||||||
PT|18|13/3/2020|48|.1650511175394058|0||0||||||
SI|18|13/3/2020|41|.1555823683738708|0||0||||||
Toscana|18|13/3/2020|470|.1281235963106155|5|0||211|32.704403|455|10|4049|27.93049
aslCENTRO|18|13/3/2020|175|.1094264313578606|0||||||||
aslNO|18|13/3/2020|222|.1775785535573959|4|0|||||||
aslSE|18|13/3/2020|73|.089140273630619|0||||||||
AR|19|14/3/2020|27|.0801496133208275|0||0||||||
FI|19|14/3/2020|132|.1338741034269333|0||0||||||
GR|19|14/3/2020|31|.1418517529964447|0||0||||||
LI|19|14/3/2020|40|.1213629022240639|0||0||||||
LU|19|14/3/2020|96|.2521829605102539|1|0|1.0416666||||||
MS|19|14/3/2020|88|.4635457992553711|2|0|2.2727273||||||
PI|19|14/3/2020|62|.1488863527774811|1|0|1.6129032||||||
PO|19|14/3/2020|33|.1288825869560242|0||0||||||
PT|19|14/3/2020|63|.2166295945644379|1||1.5873016||||||
SI|19|14/3/2020|58|.2200921326875687|0||0||||||
Toscana|19|14/3/2020|630|.1717401295900345|6|20||247|17.061611|614|10|4595|13.484811
aslCENTRO|19|14/3/2020|228|.1425670087337494|1||||||||
aslNO|19|14/3/2020|286|.2287723571062088|4|0|||||||
aslSE|19|14/3/2020|116|.1416475623846054|0||||||||
AR|20|15/3/2020|41|.1217086687684059|0||0||||||
FI|20|15/3/2020|162|.1643000394105911|0||0||||||
GR|20|15/3/2020|38|.1738827973604202|0||0||||||
LI|20|15/3/2020|50|.1517036259174347|1||2||||||
LU|20|15/3/2020|130|.3414977490901947|1|0|.76923078||||||
MS|20|15/3/2020|108|.5688971281051636|2|0|1.8518518||||||
PI|20|15/3/2020|71|.1704988926649094|2|100|2.8169014||||||
PO|20|15/3/2020|42|.1640323847532272|0||0||||||
PT|20|15/3/2020|79|.2716466188430786|1|0|1.2658228||||||
SI|20|15/3/2020|60|.2276815176010132|0||0||||||
Toscana|20|15/3/2020|781|.2129032462835312|8|33.333332||282|14.17004|763|10|5132|11.686616
aslCENTRO|20|15/3/2020|283|.1769581735134125|1|0|||||||
aslNO|20|15/3/2020|359|.2871653139591217|6|50|||||||
aslSE|20|15/3/2020|139|.169732853770256|0||||||||
AR|21|16/3/2020|43|.1276456862688065|0||0||||||
FI|21|16/3/2020|186|.1886407881975174|1||.53763443||||||
GR|21|16/3/2020|50|.2287931591272354|0||0||||||
LI|21|16/3/2020|53|.1608058512210846|2|100|3.7735848||||||
LU|21|16/3/2020|138|.36251300573349|2|100|1.4492754||||||
MS|21|16/3/2020|117|.6163052320480347|5|150|4.2735043||||||
PI|21|16/3/2020|78|.1873086392879486|2|0|2.5641026||||||
PO|21|16/3/2020|45|.1757489889860153|0||0||||||
PT|21|16/3/2020|90|.3094708323478699|1|0|1.1111112||||||
SI|21|16/3/2020|66|.2504496574401855|1||1.5151515||||||
Toscana|21|16/3/2020|866|.2360745370388031|14|75||282|0|841|11|5910|15.159781
aslCENTRO|21|16/3/2020|321|.200719341635704|2|100|||||||
aslNO|21|16/3/2020|386|.3087626993656158|11|83.333336|||||||
aslSE|21|16/3/2020|159|.1941548436880112|1||||||||
AR|22|17/3/2020|71|.2107637971639633|0||0||||||
FI|22|17/3/2020|214|.2170383185148239|1|0|.46728972||||||
GR|22|17/3/2020|60|.2745518088340759|0||0||||||
LI|22|17/3/2020|59|.1790102869272232|3|50|5.0847459||||||
LU|22|17/3/2020|179|.4702161550521851|4|100|2.2346368||||||
MS|22|17/3/2020|143|.753261923789978|5|0|3.4965036||||||
PI|22|17/3/2020|101|.2425406724214554|2|0|1.980198||||||
PO|22|17/3/2020|53|.2069932520389557|1||1.8867924||||||
PT|22|17/3/2020|100|.3438564836978912|2|100|2||||||
SI|22|17/3/2020|73|.2770125269889832|1|0|1.369863||||||
Toscana|22|17/3/2020|1053|.2870513796806335|17|21.428572||472|67.375885|1024|12|6727|13.824027
aslCENTRO|22|17/3/2020|367|.2294828593730927|4|100|||||||
aslNO|22|17/3/2020|482|.3855534195899963|14|27.272728|||||||
aslSE|22|17/3/2020|204|.2491043210029602|1|0|||||||
AR|23|18/3/2020|142|.4215275943279266|0||0||||||
FI|23|18/3/2020|295|.2991883456707001|1|0|.33898306||||||
GR|23|18/3/2020|68|.311158686876297|0||0||||||
LI|23|18/3/2020|62|.1881124973297119|3|0|4.8387098||||||
LU|23|18/3/2020|205|.5385156869888306|7|75|3.4146342||||||
MS|23|18/3/2020|176|.9270915985107422|6|20|3.409091||||||
PI|23|18/3/2020|124|.2977727055549622|3|50|2.4193549||||||
PO|23|18/3/2020|59|.2304264456033707|1|0|1.6949153||||||
PT|23|18/3/2020|122|.4195049107074738|2|0|1.6393442||||||
SI|23|18/3/2020|77|.2921912968158722|1|0|1.2987013||||||
Toscana|23|18/3/2020|1330|.362562507390976|22|29.411764||587|24.364407|1291|17|7606|13.066746
aslCENTRO|23|18/3/2020|476|.2976398766040802|4|0|||||||
aslNO|23|18/3/2020|567|.4535452127456665|19|35.714287|||||||
aslSE|23|18/3/2020|287|.3504555821418762|1|0|||||||
AR|24|19/3/2020|113|.3354409635066986|0||0||||||
FI|24|19/3/2020|349|.3539550304412842|4|300|1.1461318||||||
GR|24|19/3/2020|89|.4072518348693848|0||0||||||
LI|24|19/3/2020|62|.1881124973297119|4|33.333332|6.4516129||||||
LU|24|19/3/2020|230|.6041883230209351|13|85.714287|5.652174||||||
MS|24|19/3/2020|200|1.053513169288635|10|66.666664|5||||||
PI|24|19/3/2020|146|.3506033420562744|3|0|2.0547945||||||
PO|24|19/3/2020|70|.2733873128890991|1|0|1.4285715||||||
PT|24|19/3/2020|145|.4985918998718262|3|50|2.0689654||||||
SI|24|19/3/2020|78|.2959859669208527|1|0|1.2820513||||||
Toscana|24|19/3/2020|1482|.4039982259273529|38|72.727272||679|15.672914|1422|22|8873|16.657902
aslCENTRO|24|19/3/2020|564|.3526657521724701|8|100|||||||
aslNO|24|19/3/2020|638|.5103383660316467|30|57.894737|||||||
aslSE|24|19/3/2020|280|.3419078886508942|1|0|||||||
AR|25|20/3/2020|124|.3680945038795471|0||0||||||
FI|25|20/3/2020|401|.406693309545517|4|0|.99750626||||||
GR|25|20/3/2020|97|.4438587427139282|1||1.0309278||||||
LI|25|20/3/2020|117|.3549864888191223|5|25|4.2735043||||||
LU|25|20/3/2020|249|.6540995240211487|14|7.6923075|5.6224899||||||
MS|25|20/3/2020|232|1.222075343132019|11|10|4.7413793||||||
PI|25|20/3/2020|180|.4322507083415985|3|0|1.6666666||||||
PO|25|20/3/2020|94|.367120087146759|2|100|2.1276596||||||
PT|25|20/3/2020|171|.5879945755004883|6|100|3.5087719||||||
SI|25|20/3/2020|128|.4857205748558044|2|100|1.5625||||||
Toscana|25|20/3/2020|1793|.4887778759002686|47|23.68421||790|16.34757|1713|33|10405|17.265863
aslCENTRO|25|20/3/2020|666|.4164457321166992|12|50|||||||
aslNO|25|20/3/2020|778|.6223248243331909|33|10|||||||
aslSE|25|20/3/2020|349|.4261637628078461|3|200|||||||
AR|26|21/3/2020|136|.4037165641784668|0||0||||||
FI|26|21/3/2020|451|.4574031829833984|6|50|1.330377||||||
GR|26|21/3/2020|106|.4850414991378784|2|100|1.8867924||||||
LI|26|21/3/2020|120|.3640887141227722|5|0|4.1666665||||||
LU|26|21/3/2020|307|.8064600825309753|16|14.285714|5.2117262||||||
MS|26|21/3/2020|256|1.348496913909912|20|81.818184|7.8125||||||
PI|26|21/3/2020|211|.5066938996315002|8|166.66667|3.7914691||||||
PO|26|21/3/2020|111|.4335141479969025|4|100|3.6036036||||||
PT|26|21/3/2020|181|.622380256652832|9|50|4.9723759||||||
SI|26|21/3/2020|133|.5046940445899963|3|50|2.2556391||||||
Toscana|26|21/3/2020|2012|.5484780073165894|72|53.19149||866|9.6202536|1905|35|11909|14.454589
aslCENTRO|26|21/3/2020|743|.4645933508872986|19|58.333332|||||||
aslNO|26|21/3/2020|894|.715113639831543|49|48.484848|||||||
aslSE|26|21/3/2020|375|.4579123556613922|5|66.666664|||||||
AR|27|22/3/2020|154|.4571496546268463|1||.64935064||||||
FI|27|22/3/2020|514|.5212976336479187|11|83.333336|2.1400778||||||
GR|27|22/3/2020|120|.5491036176681519|2|0|1.6666666||||||
LI|27|22/3/2020|130|.3944294452667236|7|40|5.3846154||||||
LU|27|22/3/2020|356|.9351784586906433|18|12.5|5.05618||||||
MS|27|22/3/2020|281|1.480186104774475|24|20|8.540925||||||
PI|27|22/3/2020|234|.5619258880615234|10|25|4.2735043||||||
PO|27|22/3/2020|129|.5038137435913086|5|25|3.8759689||||||
PT|27|22/3/2020|215|.7392914295196533|11|22.222221|5.1162791||||||
SI|27|22/3/2020|144|.5464356541633606|3|0|2.0833333||||||
Toscana|27|22/3/2020|2277|.6207178831100464|91|26.388889||921|6.3510394|2144|42|13264|11.37795
aslCENTRO|27|22/3/2020|858|.5365021824836731|27|42.105263|||||||
aslNO|27|22/3/2020|1001|.8007032871246338|59|20.408163|||||||
aslSE|27|22/3/2020|418|.5104196667671204|6|20|||||||
AR|28|23/3/2020|201|.5966693162918091|1|0|.49751243||||||
FI|28|23/3/2020|548|.5557803511619568|12|9.090909|2.189781||||||
GR|28|23/3/2020|128|.5857104659080505|2|0|1.5625||||||
LI|28|23/3/2020|140|.424770176410675|9|28.571428|6.4285712||||||
LU|28|23/3/2020|363|.9535667896270752|19|5.5555553|5.2341599||||||
MS|28|23/3/2020|289|1.522326588630676|31|29.166666|10.726644||||||
PI|28|23/3/2020|266|.6387704610824585|13|30|4.887218||||||
PO|28|23/3/2020|137|.5350580215454102|7|40|5.109489||||||
PT|28|23/3/2020|229|.7874313592910767|13|18.181818|5.676856||||||
SI|28|23/3/2020|160|.6071507334709167|4|33.333332|2.5||||||
Toscana|28|23/3/2020|2461|.6708769202232361|109|19.78022||1076|16.829533|2301|51|13851|4.4255128
aslCENTRO|28|23/3/2020|914|.57151859998703|32|18.518518|||||||
aslNO|28|23/3/2020|1058|.8462977409362793|72|22.033897|||||||
aslSE|28|23/3/2020|489|.5971177220344543|7|16.666666|||||||
AR|29|24/3/2020|211|.6263543963432312|2|100|.94786727||||||
FI|29|24/3/2020|622|.6308310031890869|15|25|2.4115756||||||
GR|29|24/3/2020|140|.6406208276748657|2|0|1.4285715||||||
LI|29|24/3/2020|162|.4915197789669037|10|11.111111|6.1728396||||||
LU|29|24/3/2020|387|1.016612529754639|20|5.2631578|5.1679587||||||
MS|29|24/3/2020|314|1.654015779495239|35|12.903226|11.146497||||||
PI|29|24/3/2020|285|.6843969225883484|16|23.076923|5.6140351||||||
PO|29|24/3/2020|159|.6209797263145447|8|14.285714|5.0314465||||||
PT|29|24/3/2020|243|.8355712890625|21|61.53846|8.6419754||||||
SI|29|24/3/2020|176|.6678658127784729|5|25|2.840909||||||
Toscana|29|24/3/2020|2699|.735756516456604|129|18.348623||1162|7.9925652|2519|51|15701|13.356437
aslCENTRO|29|24/3/2020|1024|.6403009295463562|44|37.5|||||||
aslNO|29|24/3/2020|1148|.9182890653610229|81|12.5|||||||
aslSE|29|24/3/2020|527|.6435195207595825|9|28.571428|||||||
AR|30|25/3/2020|229|.6797874569892883|2|0|.87336242||||||
FI|30|25/3/2020|709|.7190662026405334|20|33.333332|2.8208745||||||
GR|30|25/3/2020|147|.6726518869400024|2|0|1.3605442||||||
LI|30|25/3/2020|179|.5430989861488342|10|0|5.5865922||||||
LU|30|25/3/2020|436|1.145330905914307|21|5|4.8165135||||||
MS|30|25/3/2020|330|1.738296747207642|37|5.7142859|11.212121||||||
PI|30|25/3/2020|317|.7612414956092834|18|12.5|5.6782336||||||
PO|30|25/3/2020|178|.6951848864555359|9|12.5|5.05618||||||
PT|30|25/3/2020|254|.8733955025672913|23|9.5238094|9.0551186||||||
SI|30|25/3/2020|193|.7323755621910095|6|20|3.1088083||||||
Toscana|30|25/3/2020|2972|.8101772665977478|142|10.077519||1250|7.5731497|2776|54|17868|13.801669
aslCENTRO|30|25/3/2020|1141|.7134603261947632|52|18.181818|||||||
aslNO|30|25/3/2020|1262|1.009478092193604|86|6.1728396|||||||
aslSE|30|25/3/2020|569|.6948056817054749|10|11.111111|||||||
AR|31|26/3/2020|249|.7391575574874878|3|50|1.2048193||||||
FI|31|26/3/2020|764|.7748470902442932|25|25|3.2722514||||||
GR|31|26/3/2020|174|.7962002158164978|3|50|1.7241379||||||
LI|31|26/3/2020|204|.6189508438110352|12|20|5.8823528||||||
LU|31|26/3/2020|481|1.263541698455811|22|4.7619047|4.5738044||||||
MS|31|26/3/2020|334|1.759367108345032|41|10.810811|12.275449||||||
PI|31|26/3/2020|350|.8404874801635742|21|16.666666|6||||||
PO|31|26/3/2020|189|.7381457090377808|10|11.111111|5.2910051||||||
PT|31|26/3/2020|264|.9077811241149902|24|4.347826|9.090909||||||
SI|31|26/3/2020|216|.8196534514427185|6|0|2.7777777||||||
Toscana|31|26/3/2020|3226|.8794185519218445|158|11.267606||1296|3.6800001|2973|95|20952|17.259907
aslCENTRO|31|26/3/2020|1217|.7609826326370239|59|13.461538|||||||
aslNO|31|26/3/2020|1369|1.095067739486694|96|11.627907|||||||
aslSE|31|26/3/2020|639|.7802826762199402|12|20|||||||
AR|32|27/3/2020|249|.7391575574874878|5|66.666664|2.0080321||||||
FI|32|27/3/2020|764|.7748470902442932|25|0|3.2722514||||||
GR|32|27/3/2020|174|.7962002158164978|3|0|1.7241379||||||
LI|32|27/3/2020|204|.6189508438110352|12|0|5.8823528||||||
LU|32|27/3/2020|481|1.263541698455811|29|31.818182|6.0291061||||||
